CURIE,Label,Domain,Definition,subPropertyOf,Range,inverseOf
kami:P30172,ima korporativno tijelo montažera,kami:C10003,"Povezuje izraz s korporativnim tijelom koje odabire i uređuje snimljeni slikovni ili zvučni materijal i povezuje ga u cjelinu, uključujući sinkronizaciju slike i zvuka, montažu zvuka, posebne efekte itd.",kami:P30171,kamkt:C10009,kamkt:P90111
kami:P30173,ima obitelj montažera,kami:C10003,"Povezuje izraz s obitelji koja odabire i uređuje snimljeni slikovni ili zvučni materijal i povezuje ga u cjelinu, uključujući sinkronizaciju slike i zvuka, montažu zvuka, posebne efekte itd.",kami:P30171,kamob:C10010,kamob:P10110
kami:P30174,ima agenta pisca dijaloga,kami:C10003,"Povezuje izraz s agentom koji piše dijaloge likova u skladu sa sinopsisom ili scenarijem radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku.",kami:P30114,kama:C10006,kama:P60111
kami:P30175,ima osobu pisca dijaloga,kami:C10003,"Povezuje izraz s osobom koja piše dijaloge likova u skladu sa sinopsisom ili scenarijem radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku.",kami:P30174,kamo:C10007,kamo:P70120
kami:P30176,ima kolektivnog agenta pisca dijaloga,kami:C10003,"Povezuje izraz s kolektivnim agentom koji piše dijaloge likova u skladu sa sinopsisom ili scenarijem radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku.",kami:P30174,kamka:C10008,kamka:P80113
kami:P30177,ima korporativno tijelo pisca dijaloga,kami:C10003,"Povezuje izraz s korporativnim tijelom koje piše dijaloge likova u skladu sa sinopsisom ili scenarijem radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku.",kami:P30176,kamkt:C10009,kamkt:P90112
kami:P30178,ima obitelj pisca dijaloga,kami:C10003,"Povezuje izraz s obitelji koja piše dijaloge likova u skladu sa sinopsisom ili scenarijem radijskog ili televizijskog programa, stripa, video igre ili drugog narativnog djela iskazanog u slikovnom obliku.",kami:P30176,kamob:C10010,kamob:P10111
kami:P30179,ima agenta programera-suradnika,kami:C10003,"Povezuje izraz s agentom koji programira kôd za neki interaktivni multimedijski sadržaj (video igru, elektroničku knjigu itd.).",kami:P30114,kama:C10006,kama:P60112
kami:P30180,ima osobu programera-suradnika,kami:C10003,"Povezuje izraz s osobom koja programira kôd za neki interaktivni multimedijski sadržaj (video igru, elektroničku knjigu itd.).",kami:P30179,kamo:C10007,kamo:P70121
kami:P30181,ima kolektivnog agenta programera-suradnika,kami:C10003,"Povezuje izraz s kolektivnim agentom koji programira kôd za neki interaktivni multimedijski sadržaj (video igru, elektroničku knjigu itd.).",kami:P30179,kamka:C10008,kamka:P80114
kami:P30182,ima korporativno tijelo programera-suradnika,kami:C10003,"Povezuje izraz s korporativnim tijelom koje programira kôd za neki interaktivni multimedijski sadržaj (video igru, elektroničku knjigu itd.).",kami:P30181,kamkt:C10009,kamkt:P90113
kami:P30183,ima obitelj programera-suradnika,kami:C10003,"Povezuje izraz s obitelji koja programira kôd za neki interaktivni multimedijski sadržaj (video igru, elektroničku knjigu itd.).",kami:P30181,kamob:C10010,kamob:P10112
kami:P30184,ima agenta redatelja sinkronizacije,kami:C10003,"Povezuje izraz s agentom koji programira kôd za neki interaktivni multimedijski sadržaj (videoigru, elektroničku knjigu itd.).",kami:P30114,kama:C10006,kama:P60113
kami:P30185,ima osobu redatelja sinkronizacije,kami:C10003,"Povezuje izraz s osobom koja programira kôd za neki interaktivni multimedijski sadržaj (videoigru, elektroničku knjigu itd.).",kami:P30184,kamo:C10007,kamo:P70122
kami:P30186,ima kolektivnog agenta redatelja sinkronizacije,kami:C10003,"Povezuje izraz s kolektivnim agentom koji programira kôd za neki interaktivni multimedijski sadržaj (videoigru, elektroničku knjigu itd.).",kami:P30184,kamka:C10008,kamka:P80115
kami:P30187,ima korporativno tijelo redatelja sinkronizacije,kami:C10003,"Povezuje izraz s korporativnim tijelom koje programira kôd za neki interaktivni multimedijski sadržaj (videoigru, elektroničku knjigu itd.).",kami:P30186,kamkt:C10009,kamkt:P90114
kami:P30188,ima obitelj redatelja sinkronizacije,kami:C10003,"Povezuje izraz s obitelji koja programira kôd za neki interaktivni multimedijski sadržaj (videoigru, elektroničku knjigu itd.).",kami:P30186,kamob:C10010,kamob:P10113
kami:P30189,ima agenta scenarista filma,kami:C10003,"Povezuje izraz s agentom odgovornim za originalni ili adaptirani filmski scenarij, uključujući specifikaciju tijeka radnje, ambijenata, likova, njihovih postupaka i dijaloga.",kami:P30114,kama:C10006,kama:P60114
kami:P30190,ima osobu scenarista filma,kami:C10003,"Povezuje izraz s osobom odgovornom za originalni ili adaptirani filmski scenarij, uključujući specifikaciju tijeka radnje, ambijenata, likova, njihovih postupaka i dijaloga.",kami:P30189,kamo:C10007,kamo:P70123
kami:P30191,ima kolektivnog agenta scenarista filma,kami:C10003,"Povezuje izraz s kolektivnim agentom odgovornim za originalni ili adaptirani filmski scenarij, uključujući specifikaciju tijeka radnje, ambijenata, likova, njihovih postupaka i dijaloga.",kami:P30189,kamka:C10008,kamka:P80116
kami:P30192,ima korporativno tijelo scenarista filma,kami:C10003,"Povezuje izraz s korporativnim tijelom odgovornim za originalni ili adaptirani filmski scenarij, uključujući specifikaciju tijeka radnje, ambijenata, likova, njihovih postupaka i dijaloga.",kami:P30191,kamkt:C10009,kamkt:P90115
kami:P30193,ima obitelj scenarista filma,kami:C10003,"Povezuje izraz s obitelji odgovornom za originalni ili adaptirani filmski scenarij, uključujući specifikaciju tijeka radnje, ambijenata, likova, njihovih postupaka i dijaloga.",kami:P30191,kamob:C10010,kamob:P10114
kami:P30194,ima agenta scenografa,kami:C10003,"Povezuje izraz s agentom odgovornim za dizajn i izradu elemenata ambijenta u filmu, televizijskom programu, kazališnoj predstavi ili drugom obliku izvedbene umjetnosti.",kami:P30114,kama:C10006,kama:P60115
kami:P30195,ima osobu scenografa,kami:C10003,"Povezuje izraz s osobom odgovornom za dizajn i izradu elemenata ambijenta u filmu, televizijskom programu, kazališnoj predstavi ili drugom obliku izvedbene umjetnosti.",kami:P30194,kamo:C10007,kamo:P70124
kami:P30196,ima kolektivnog agenta scenografa,kami:C10003,"Povezuje izraz s kolektivnim agentom odgovornim za dizajn i izradu elemenata ambijenta u filmu, televizijskom programu, kazališnoj predstavi ili drugom obliku izvedbene umjetnosti.",kami:P30194,kamka:C10008,kamka:P80117
kami:P30197,ima korporativno tijelo scenografa,kami:C10003,"Povezuje izraz s korporativnim tijelom odgovornim za dizajn i izradu elemenata ambijenta u filmu, televizijskom programu, kazališnoj predstavi ili drugom obliku izvedbene umjetnosti.",kami:P30196,kamkt:C10009,kamkt:P90116
kami:P30198,ima obitelj scenografa,kami:C10003,"Povezuje izraz s obitelji odgovornom za dizajn i izradu elemenata ambijenta u filmu, televizijskom programu, kazališnoj predstavi ili drugom obliku izvedbene umjetnosti.",kami:P30196,kamob:C10010,kamob:P10115
kami:P30199,ima agenta skladatelja glazbe,kami:C10003,"Povezuje izraz s agentom koji je skladao popratnu glazbu za film, televizijski program, kazališnu predstavu, video igru itd.",kami:P30114,kama:C10006,kama:P60116
kami:P30200,ima osobu skladatelja glazbe,kami:C10003,"Povezuje izraz s osobom koja je skladal popratnu glazbu za film, televizijski program, kazališnu predstavu, video igru itd.",kami:P30199,kamo:C10007,kamo:P70125
kami:P30201,ima kolektivnog agenta skladatelja glazbe,kami:C10003,"Povezuje izraz s kolektivnim agentom koji je skladao popratnu glazbu za film, televizijski program, kazališnu predstavu, video igru itd.",kami:P30199,kamka:C10008,kamka:P80118
kami:P30202,ima korporativno tijelo skladatelja glazbe,kami:C10003,"Povezuje izraz s korporativnim tijelom koje je skladalo popratnu glazbu za film, televizijski program, kazališnu predstavu, video igru itd.",kami:P30201,kamkt:C10009,kamkt:P90117
kami:P30203,ima obitelj skladatelja glazbe,kami:C10003,"Povezuje izraz s obitelji koja je skladala popratnu glazbu za film, televizijski program, kazališnu predstavu, video igru itd.",kami:P30201,kamob:C10010,kamob:P10116
kami:P30204,ima agenta snimatelja,kami:C10003,"Povezuje izraz s agentom koji kamerom snima film, video ili drugu vrstu pokretnih slika.",kami:P30114,kama:C10006,kama:P60117
kami:P30205,ima osobu snimatelja,kami:C10003,"Povezuje izraz s osobom koja kamerom snima film, video ili drugu vrstu pokretnih slika.",kami:P30204,kamo:C10007,kamo:P70126
kami:P30206,ima kolektivnog agenta snimatelja,kami:C10003,"Povezuje izraz s kolektivnim agentom koji kamerom snima film, video ili drugu vrstu pokretnih slika.",kami:P30204,kamka:C10008,kamka:P80119
kami:P30207,ima korporativno tijelo snimatelja,kami:C10003,"Povezuje izraz s korporativnim tijelom koje kamerom snima film, video ili drugu vrstu pokretnih slika.",kami:P30206,kamkt:C10009,kamkt:P90118
kami:P30208,ima obitelj snimatelja,kami:C10003,"Povezuje izraz s obitelji koja kamerom snima film, video ili drugu vrstu pokretnih slika.",kami:P30206,kamob:C10010,kamob:P10117
kami:P30209,ima agenta statičara,kami:C10003,Povezuje izraz s agentom odgovornim za izračun nosivosti građevne konstrukcije.,kami:P30114,kama:C10006,kama:P60118
kami:P30210,ima osobu statičara,kami:C10003,Povezuje izraz s osobom odgovornom za izračun nosivosti građevne konstrukcije.,kami:P30209,kamo:C10007,kamo:P70127
kami:P30211,ima kolektivnog agenta statičara,kami:C10003,Povezuje izraz s kolektivnim agentom odgovornim za izračun nosivosti građevne konstrukcije.,kami:P30209,kamka:C10008,kamka:P80120
kami:P30212,ima korporativno tijelo statičara,kami:C10003,Povezuje izraz s korporativnim tijelom odgovornim za izračun nosivosti građevne konstrukcije.,kami:P30211,kamkt:C10009,kamkt:P90119
kami:P30213,ima obitelj statičara,kami:C10003,Povezuje izraz s obitelji odgovornom za izračun nosivosti građevne konstrukcije.,kami:P30211,kamob:C10010,kamob:P10118
kami:P30214,ima agenta šminkera,kami:C10003,"Povezuje izraz s agenta koji šminka izvođače za potrebe snimanja filma, televizijskog programa, kazališne predstave ili drugog oblika izvedbene umjetnosti.",kami:P30114,kama:C10006,kama:P60119
kami:P30215,ima osobu šminkera,kami:C10003,"Povezuje izraz s osobom koja šminka izvođače za potrebe snimanja filma, televizijskog programa, kazališne predstave ili drugog oblika izvedbene umjetnosti.",kami:P30214,kamo:C10007,kamo:P70128
kami:P30216,ima kolektivnog agenta šminkera,kami:C10003,"Povezuje izraz s kolektivnim agentom koji šminka izvođače za potrebe snimanja filma, televizijskog programa, kazališne predstave ili drugog oblika izvedbene umjetnosti.",kami:P30214,kamka:C10008,kamka:P80121
kami:P30217,ima korporativno tijelo šminkera,kami:C10003,"Povezuje izraz s korporativnim tijelom koje šminka izvođače za potrebe snimanja filma, televizijskog programa, kazališne predstave ili drugog oblika izvedbene umjetnosti.",kami:P30216,kamkt:C10009,kamkt:P90120
kami:P30218,ima obitelj šminkera,kami:C10003,"Povezuje izraz s obitelji koja šminka izvođače za potrebe snimanja filma, televizijskog programa, kazališne predstave ili drugog oblika izvedbene umjetnosti.",kami:P30216,kamob:C10010,kamob:P10119
kami:P30219,ima agenta tehničkog crtača,kami:C10003,"Povezuje izraz s agentom odgovornim za izradu detaljnih tehničkih crteža koji  prikazuju građevinu, tehničku tvorevinu ili drugi objekt u stanju dovršenosti.",kami:P30114,kama:C10006,kama:P60120
kami:P30220,ima osobu tehničkog crtača,kami:C10003,"Povezuje izraz s osobom odgovornom za izradu detaljnih tehničkih crteža koji prikazuju građevinu, tehničku tvorevinu ili drugi objekt u stanju dovršenosti.",kami:P30219,kamo:C10007,kamo:P70129
kami:P30221,ima kolektivnog agenta tehničkog crtača,kami:C10003,"Povezuje izraz s kolektivnim agentom odgovornim za izradu detaljnih tehničkih crteža koji prikazuju građevinu, tehničku tvorevinu ili drugi objekt u stanju dovršenosti.",kami:P30219,kamka:C10008,kamka:P80122
kami:P30222,ima korporativno tijelo tehničkog crtača,kami:C10003,"Povezuje izraz s korporativnim tijelom odgovornim za izradu detaljnih tehničkih crteža koji prikazuju građevinu, tehničku tvorevinu ili drugi objekt u stanju dovršenosti.",kami:P30221,kamkt:C10009,kamkt:P90121
kami:P30223,ima obitelj tehničkog crtača,kami:C10003,"Povezuje izraz s obitelji odgovornom za izradu detaljnih tehničkih crteža koji prikazuju građevinu, tehničku tvorevinu ili drugi objekt u stanju dovršenosti.",kami:P30221,kamob:C10010,kamob:P10120
kami:P30224,ima agenta tonskog snimatelja,kami:C10003,Povezuje izraz s agentom koji snima zvučne sadržaje u studijskom prostoru ili na terenu ili sudjeluje u tonskoj realizaciji radijskoga ili televizijskog programa.,kami:P30114,kama:C10006,kama:P60121
kami:P30225,ima osobu tonskog snimatelja,kami:C10003,Povezuje izraz s osobom koja snima zvučne sadržaje u studijskom prostoru ili na terenu ili sudjeluje u tonskoj realizaciji radijskoga ili televizijskog programa.,kami:P30224,kamo:C10007,kamo:P70130
kami:P30226,ima kolektivnog agenta tonskog snimatelja,kami:C10003,Povezuje izraz s kolektivnim agentom koji snima zvučne sadržaje u studijskom prostoru ili na terenu ili sudjeluje u tonskoj realizaciji radijskoga ili televizijskog programa.,kami:P30224,kamka:C10008,kamka:P80123
kami:P30227,ima korporativno tijelo tonskog snimatelja,kami:C10003,Povezuje izraz s korporativnim tijelom koje snima zvučne sadržaje u studijskom prostoru ili na terenu ili sudjeluje u tonskoj realizaciji radijskoga ili televizijskog programa.,kami:P30226,kamkt:C10009,kamkt:P90122
kami:P30228,ima obitelj tonskog snimatelja,kami:C10003,Povezuje izraz s obitelji koja snima zvučne sadržaje u studijskom prostoru ili na terenu ili sudjeluje u tonskoj realizaciji radijskoga ili televizijskog programa.,kami:P30226,kamob:C10010,kamob:P10121
kami:P30229,ima agenta urednika,kami:C10003,"Povezuje izraz s agentom koji uređuje i priprema za objavljivanje tekst drugog agenta u skladu s uredničkom politikom nakladnika i/ili standardima određene nakladničke cjeline, časopisa, ciljane publike ili sl. ",kami:P30032,kama:C10006,kama:P60122
kami:P30230,ima osobu  urednika,kami:C10003,"Povezuje izraz s osobom koja uređuje i priprema za objavljivanje tekst drugog agenta u skladu s uredničkom politikom nakladnika i/ili standardima određene nakladničke cjeline, časopisa, ciljane publike ili sl. ",kami:P30229,kamo:C10007,kamo:P70131
kami:P30231,ima agenta zapisničara,kami:C10003,"Povezuje izraz s agentom koji je zabilježio sadržaj sastanka, sjednice, zasjedanja i sl.",kami:P30032,kama:C10006,kama:P60123
kami:P30232,ima osobu zapisničara,kami:C10003,"Povezuje izraz s osobom koja je zabilježila sadržaj sastanka, sjednice, zasjedanja i sl.",kami:P30231,kamo:C10007,kamo:P70132
kami:P30233,je izraz povezan s mjestom,kami:C10003,Povezuje izraz s mjestom.,kami:P30020,kamm:C10011,kamm:P11009
kami:P30234,ima mjesto nastanka izraza,kami:C10003,Povezuje izraz s mjestom koje je povezano s realizacijom djela u određenom izrazu.,kami:P30233,kamm:C10011,kamm:P11010
kami:P30235,je izraz povezan s vremenskim rasponom,kami:C10003,Povezuje izraz s vremenskim rasponom.,kami:P30020,kamvr:C10012,kamvr:P12007
kami:P30236,ima vrijeme nastanka izraza,kami:C10003,Povezuje izraz s vremenskim rasponom koji je povezan s realizacijom djela u određenom izrazu.,kami:P30235,kamvr:C10012,kamvr:P12008
kami:P30237,je izraz povezan s nomenom za izraz,kami:C10003,Povezuje izraz s nomenom za izraz.,kami:P30020,kamn:C10013,kamn:P13036
kami:P30238,ima oznaku za izraz,kami:C10003,Povezuje izraz s oznakom za izraz.,kami:P30237,kamn:C10013,kamn:P13037
kami:P30239,ima nadziranu pristupnicu za izraz,kami:C10003,Povezuje izraz s nadziranom pristupnicom za izraz.,kami:P30238,kamn:C10013,kamn:P13038
kami:P30240,ima usvojenu pristupnicu za izraz,kami:C10003,"Povezuje izraz s nadziranom riječi ili nizom riječi i/ili drugih oznaka, koja unutar nekog sustava jednoznačno identificira izraz i okuplja podatke o izrazu. ",kami:P30239,kamn:C10013,kamn:P13039
kami:P30241,ima varijantnu pristupnicu za izraz,kami:C10003,"Povezuje izraz s riječi ili nizom riječi ili znakova koji identificiraju izraz unutar određenog sustava, a nisu odabrani za usvojenu pristupnicu.",kami:P30239,kamn:C10013,kamn:P13040
kami:P30242,ima dodatno obilježje izraza,kami:C10003,"Povezuje izraz s riječi, brojkom ili nizom riječi, brojki ili drugih znakova koji služi razlikovanju izrazâ istoga djela.",,,
kami:P30243,ima identifikator izraza,kami:C10003,Povezuje izraz s brojčanom ili slovno-brojčanom oznakom koja unutar određenog sustava jednoznačno identificira izraz djela sadržanog u jedinici građe.,kami:P30238,kamn:C10013,kamn:P13042
kami:P30244,ima napomenu o identifikaciji izraza,kami:C10003,"Povezuje izraz s kratkim tekstom u kojemu se navode objašnjenja i druge pojedinosti o identifikacijskim podacima o izrazu (identifikator izraza, usvojeni naslov izraza, varijantni naslov izraza) i/ili izvorima iz kojih su identifikacijski podaci preuzeti.",kami:P30245,,
kami:P30245,ima napomenu o izrazu,kami:C10003,Povezuje izraz s tekstom koji sadržava pojedinosti o izrazu.,kamjo:P10022,,
kami:P30246,ima napomenu o odnosu izraza i drugih jedinica opisa,kami:C10003,"Povezuje izraz s tekstom koji sadržava pojedinosti o odnosu između izraza i drugog izraza ili više drugih izraza, odnosno izraza i druge ili više drugih jedinica opisa.",kami:P30245,,
kami:P30247,ima oblik sadržaja izraza,kami:C10003,"Povezuje izraz s nadziranim nazivom, identifikatorom ili drugom nadziranom oznakom koja označava vrstu građe s obzirom na znakovni sustav kojim je izražen njezin sadržaj.",,,
kami:P30248,ima ključne riječi,kami:C10003,Povezuje izraz s riječima ili izrazima koji označavaju najvažnije pojmove iz sadržaja teksta ili govora.,,,
kami:P30249,"ima stil, pravac ili razdoblje",kami:C10003,"Povezuje izraz s izrazom, nadziranim nazivom, identifikatorom ili drugom oznakom koja označava stilski pravac, kulturu, umjetnički pokret ili školu kojoj pripada sadržaj jedinice građe.",,,
kami:P30250,"ima napomenu o stilu, pravcu ili razdoblju",kami:C10003,Povezuje izraz s kratkim nestrukturiranim tekstom u kojemu se navode objašnjenja i druge pojedinosti o stilskim obilježjima jedinice građe.,kami:P30245,,
kami:P30251,je izraz predmet djela,kami:C10003,"Povezuje izraz s izrazom, nadziranim nazivom, imenom, naslovom, identifikatorom ili drugom nadziranom oznakom koja označava temu kojom se bavi ili koju prikazuje djelo.
",kami:P30021,kamd:C10002,kamd:P20318
kami:P30252,je kategorija izraza,kami:C10003,Povezuje izraz s vrstom kojoj izraz pripada.,kamjo:P10001,,
